id_usuario,edad,antiguedad_meses,sesiones_mes,minutos_promedio_sesion,productos_vistos,productos_favoritos,compras_ultimos_6m,gasto_promedio,descuento_utilizado,interacciones_recomendaciones,dias_desde_ultima_compra,satisfaccion,canal_preferido,categoria_favorita,dispositivo_principal,realizara_compra_30d
1548,24,41,11,21.9,36,3.0,2,186.58,28.1,7,39,6.8,App,Bienestar,Android,0
1549,43,22,17,13.0,25,7.0,4,145.9,4.1,8,74,8.7,App,Moda,iOS,1
1550,42,24,20,16.6,29,4.0,3,144.88,4.3,14,16,10.0,App,Hogar,Web,0
1551,39,12,10,17.0,39,6.0,7,40.49,66.9,9,37,6.1,Web,Tecnología,iOS,1
1552,41,45,11,10.8,42,4.0,0,71.87,26.4,5,66,8.1,Web,Moda,Android,0
1553,38,35,16,18.0,38,6.0,5,37.33,23.2,7,27,7.5,App,Bienestar,iOS,1
1554,57,35,15,13.3,32,5.0,3,72.57,58.3,4,32,8.2,App,Tecnología,Android,0
1555,34,19,11,26.6,38,5.0,3,61.93,28.1,10,53,9.1,Tablet,Bienestar,Android,0
1556,32,8,11,27.3,37,5.0,4,41.45,17.6,3,6,9.3,App,Tecnología,iOS,0
1557,27,25,17,11.7,29,4.0,1,98.92,50.7,8,59,6.6,Web,Deporte,Android,0
1558,24,31,17,19.6,39,4.0,5,65.05,53.9,9,41,5.0,App,Deporte,iOS,0
1559,21,31,14,36.8,32,7.0,6,193.44,40.5,4,50,7.2,App,Tecnología,iOS,0
1560,25,28,5,14.2,30,7.0,3,78.62,35.4,10,48,7.2,Web,Tecnología,iOS,1
1561,34,28,17,25.4,37,5.0,2,18.47,31.4,8,10,3.4,Web,Tecnología,Android,0
1562,39,13,15,22.8,39,8.0,2,27.68,24.8,10,11,8.7,App,Hogar,iOS,0
1563,36,14,11,30.7,35,7.0,3,237.48,32.4,5,4,6.6,App,Tecnología,iOS,0
1564,27,9,16,24.4,30,3.0,3,61.56,42.3,12,10,7.2,Web,Moda,Android,1
1565,45,41,14,18.5,39,9.0,3,85.58,29.4,8,15,6.5,Tablet,Deporte,Android,0
1566,43,66,16,22.5,31,1.0,4,75.4,25.4,9,33,7.0,Web,Hogar,Web,1
1567,33,96,15,22.7,35,4.0,5,163.44,1.5,9,68,9.1,Web,Tecnología,Android,0
1568,28,26,7,21.3,40,10.0,4,26.28,20.4,9,26,7.4,App,Moda,Android,1
1569,41,28,17,11.4,35,9.0,3,155.8,49.5,4,31,10.0,App,Bienestar,iOS,1
1570,37,20,16,31.9,36,8.0,4,150.01,6.2,4,29,8.2,App,Moda,Web,1
1571,19,25,13,30.5,41,2.0,5,75.25,28.2,5,44,8.3,App,Hogar,Web,0
1572,34,11,20,13.6,34,0.0,3,94.14,13.2,7,20,7.0,Web,Tecnología,Web,0
1573,38,20,11,19.6,44,9.0,2,61.17,23.6,8,30,7.2,App,Moda,iOS,0
1574,25,12,18,20.2,31,8.0,4,29.68,18.5,6,56,8.7,App,Deporte,Android,0
1575,37,18,14,12.7,41,7.0,6,103.2,25.9,8,69,9.0,Tablet,Tecnología,iOS,0
1576,19,13,9,7.1,43,4.0,5,85.89,30.8,6,66,7.7,App,Moda,iOS,0
1577,50,31,11,16.6,34,5.0,6,86.88,18.8,9,61,8.1,App,Tecnología,iOS,0
1578,49,33,9,19.1,36,5.0,4,97.78,25.3,4,64,7.1,App,Hogar,iOS,0
1579,32,27,15,10.5,30,3.0,3,53.79,33.7,6,33,7.6,App,Moda,Web,0
1580,39,14,12,23.4,41,2.0,1,170.51,6.5,6,20,7.4,App,Tecnología,Web,0
1581,18,8,19,31.3,35,5.0,4,75.34,48.4,9,40,7.4,App,Hogar,Android,1
1582,22,33,11,28.7,32,12.0,2,101.03,29.2,4,43,8.7,App,Moda,Android,1
1583,32,22,11,21.0,39,4.0,8,64.57,40.0,9,27,7.2,Tablet,Hogar,Android,1
1584,23,5,11,7.3,31,5.0,6,133.63,32.1,8,21,6.4,Web,Tecnología,Android,0
1585,43,24,12,27.7,25,7.0,2,79.41,38.6,5,65,6.9,App,Tecnología,iOS,0
1586,57,28,14,23.2,37,8.0,3,71.57,4.4,3,32,6.9,Web,Deporte,iOS,0
1587,22,6,16,25.4,41,9.0,6,145.7,41.1,6,26,7.9,Web,Bienestar,iOS,1
1588,26,31,16,37.5,33,5.0,5,29.08,16.8,4,27,6.5,App,Deporte,iOS,0
1589,38,7,14,15.4,43,5.0,3,64.29,38.0,13,36,7.3,Tablet,Bienestar,Android,1
1590,53,13,11,3.0,36,7.0,2,53.55,9.0,6,20,6.9,App,Bienestar,Web,0
1591,22,7,11,13.6,42,4.0,1,92.12,15.4,8,42,9.5,App,Bienestar,Android,0
1592,38,12,9,25.9,38,5.0,2,89.23,43.7,6,2,7.3,App,Hogar,Android,0
1593,55,9,13,22.2,27,5.0,3,74.51,15.1,3,12,8.0,App,Deporte,iOS,1
1594,18,41,16,12.3,37,4.0,5,50.64,43.4,8,25,8.7,Web,Deporte,iOS,0
1595,21,19,13,10.6,38,6.0,5,74.02,34.3,6,44,9.0,App,Tecnología,Android,0
1596,30,16,12,19.2,24,2.0,6,89.6,8.5,1,25,8.2,Web,Tecnología,Android,0
1597,29,44,13,12.0,39,1.0,3,67.99,45.7,9,58,10.0,App,Bienestar,iOS,0
1598,44,42,12,26.2,31,6.0,2,137.92,33.0,9,69,7.3,App,Hogar,iOS,0
1599,38,17,12,18.7,34,7.0,3,105.01,13.2,9,30,5.2,Tablet,Moda,Web,1
1600,18,27,14,17.0,47,4.0,3,75.79,34.2,7,17,7.3,Web,Tecnología,Android,1
1601,41,15,15,15.9,32,4.0,6,20.64,35.5,9,30,8.4,App,Tecnología,iOS,1
1602,29,21,9,24.1,36,5.0,1,66.51,2.8,5,57,7.9,Web,Tecnología,Android,0
1603,49,10,11,22.3,44,3.0,5,106.06,14.9,12,16,5.9,App,Moda,Android,0
1604,28,29,16,23.6,26,4.0,2,64.32,24.5,9,47,6.8,App,Tecnología,iOS,0
1605,28,45,11,23.4,44,5.0,6,88.61,13.3,9,29,6.2,App,Moda,iOS,1
1606,41,40,11,21.4,36,1.0,2,66.29,21.3,7,49,6.4,App,Moda,Android,0
1607,43,23,9,13.7,30,2.0,3,85.23,27.3,2,42,7.2,App,Tecnología,Android,0
1608,40,4,8,16.2,33,2.0,3,162.07,36.7,8,22,8.0,Web,Hogar,iOS,0
1609,18,14,11,18.8,32,3.0,2,73.03999999999999,21.8,9,29,6.3,Web,Deporte,iOS,0
1610,41,21,9,38.5,22,5.0,2,36.78,15.2,6,43,6.4,App,Moda,Web,0
1611,24,8,11,11.2,33,5.0,3,30.13,40.8,7,55,8.3,App,Moda,iOS,1
1612,38,7,11,18.6,37,5.0,3,95.67,27.9,10,29,6.1,App,Deporte,iOS,0
1613,19,52,11,22.8,28,3.0,8,142.57,24.3,9,56,6.0,App,Moda,Web,0
1614,40,37,11,19.6,34,2.0,8,30.09,36.2,12,94,10.0,App,Bienestar,Android,0
1615,26,31,13,30.6,27,7.0,2,66.83,6.8,6,59,6.6,App,Hogar,Android,0
1616,21,35,13,19.5,39,8.0,6,276.65,56.2,5,32,4.7,Web,Tecnología,iOS,1
1617,43,9,16,20.1,31,4.0,6,64.7,9.1,4,31,5.6,App,Tecnología,iOS,0
1618,38,11,18,28.5,37,3.0,6,300.88,63.0,6,11,4.5,App,Hogar,Web,0
1619,28,26,13,36.5,29,7.0,4,47.68,10.9,12,28,9.6,App,Tecnología,Android,0
1620,51,27,19,33.3,34,5.0,4,52.55,39.5,9,48,7.2,Tablet,Bienestar,Android,0
1621,30,7,10,20.9,38,6.0,2,73.03999999999999,45.3,7,55,5.8,Web,Deporte,Android,0
1622,35,25,14,21.6,28,9.0,1,37.11,33.4,3,15,8.1,App,Moda,iOS,0
1623,38,21,6,22.4,27,4.0,3,29.59,34.4,7,42,9.7,Web,Bienestar,Android,0
1624,28,39,11,23.2,31,3.0,2,66.41,20.0,15,63,7.1,Web,Hogar,iOS,0
1625,40,27,17,15.2,46,9.0,3,81.22,25.4,12,15,9.6,App,Moda,iOS,0
1626,29,56,14,29.5,36,4.0,1,50.56,40.9,12,38,6.8,Web,Moda,Android,0
1627,30,17,10,23.7,35,6.0,1,57.72,16.2,12,22,5.7,App,Tecnología,Android,0
1628,50,9,9,21.6,40,3.0,3,166.14,57.3,8,13,9.8,App,Tecnología,iOS,0
1629,24,55,16,11.8,40,8.0,5,127.99,39.3,7,30,6.3,App,Tecnología,iOS,1
1630,18,28,9,22.5,26,2.0,4,65.05,32.7,9,10,7.3,Web,Moda,Android,0
1631,53,21,12,6.9,38,5.0,1,73.03999999999999,8.8,8,22,8.8,Web,Bienestar,iOS,0
1632,63,12,11,17.3,32,4.0,2,30.49,10.9,7,33,7.3,App,Hogar,Web,0
1633,31,17,15,17.5,42,7.0,4,86.99,8.4,11,55,7.1,App,Deporte,Web,1
1634,18,17,17,24.3,43,7.0,2,72.47,37.7,8,16,6.9,App,Tecnología,Web,0
1635,32,9,9,37.0,26,0.0,4,61.05,32.4,10,27,6.4,Web,Moda,iOS,0
1636,32,3,15,26.6,37,3.0,4,76.37,16.1,15,56,7.6,App,Tecnología,iOS,0
1637,33,16,12,33.6,33,4.0,2,69.87,25.6,5,19,8.0,Tablet,Tecnología,iOS,0
1638,23,35,14,27.2,33,7.0,8,36.42,35.4,12,13,7.0,App,Bienestar,Android,1
1639,41,47,13,31.0,37,1.0,3,188.93,31.8,8,68,8.1,Web,Hogar,Android,0
1640,41,40,9,36.9,26,5.0,4,126.52,11.0,10,31,7.9,App,Deporte,iOS,0
1641,19,42,10,16.1,37,4.0,2,60.59,55.3,6,57,7.8,Web,Hogar,iOS,0
1642,43,10,11,15.6,33,5.0,3,28.48,1.0,10,21,6.9,App,Tecnología,iOS,0
1643,58,26,13,27.4,33,1.0,3,19.42,30.4,11,48,6.8,App,Moda,Web,0
1644,37,31,9,22.0,30,4.0,2,225.9,42.4,9,57,7.8,Web,Bienestar,Android,0
1645,31,32,8,23.8,30,5.0,4,68.17,17.1,12,23,5.6,Tablet,Deporte,Web,0
1646,33,21,14,20.0,34,4.0,3,114.11,26.6,5,47,10.0,Web,Tecnología,Android,1
1647,42,24,14,17.2,40,6.0,2,44.51,11.8,4,20,3.8,App,Moda,Android,1
1648,18,39,10,35.0,30,4.0,3,63.33,17.0,8,67,6.5,App,Hogar,iOS,0
1649,37,30,14,13.2,38,2.0,0,65.14,54.9,9,20,8.0,App,Moda,Web,0
1650,31,34,10,27.5,41,2.0,7,85.65,39.3,4,69,8.3,App,Bienestar,Web,0
1651,55,16,9,26.2,33,8.0,2,78.8,23.4,6,41,6.1,Web,Bienestar,iOS,0
1652,33,33,13,9.4,29,4.0,4,45.16,11.3,10,28,6.4,Web,Moda,iOS,1
1653,53,24,9,15.4,26,3.0,4,44.9,21.2,8,75,7.4,App,Bienestar,Android,0
1654,23,37,10,16.7,29,10.0,2,71.71,28.8,7,22,5.4,App,Bienestar,Web,1
1655,41,13,14,26.5,45,1.0,4,28.58,18.9,11,93,5.6,App,Bienestar,iOS,0
1656,39,35,16,19.1,29,10.0,2,47.69,23.7,6,47,8.5,Tablet,Hogar,Android,0
1657,25,17,12,21.3,34,3.0,2,68.9,0.9,7,14,8.4,Web,Tecnología,Android,0
1658,37,35,15,10.3,35,7.0,0,93.33,25.2,12,25,7.3,Tablet,Bienestar,Android,0
1659,48,26,9,40.6,34,4.0,2,171.46,23.5,8,28,8.4,App,Tecnología,Web,0
1660,31,23,15,22.6,39,2.0,4,57.71,45.9,5,95,7.4,Tablet,Deporte,iOS,1
1661,18,18,3,26.0,32,5.0,3,76.5,18.1,6,65,6.2,App,Moda,Android,0
1662,35,21,12,17.7,33,4.0,3,26.85,37.4,8,55,5.7,App,Hogar,iOS,0
1663,25,16,12,16.8,32,4.0,4,90.16,41.3,8,22,8.2,Tablet,Tecnología,Android,0
1664,31,18,8,37.3,31,11.0,2,45.48,37.7,9,30,6.4,App,Tecnología,iOS,0
1665,34,30,14,6.7,27,5.0,4,63.3,29.1,9,48,8.4,Web,Tecnología,iOS,0
1666,18,5,4,24.2,39,10.0,4,97.44,29.6,7,49,6.9,App,Bienestar,iOS,0
1667,18,35,6,12.3,32,4.0,5,99.7,39.5,6,31,9.1,App,Hogar,Android,1
1668,40,35,7,18.8,39,5.0,1,33.71,21.8,11,29,6.0,Web,Hogar,Web,1
1669,29,18,19,16.9,42,6.0,3,116.58,29.5,6,48,5.7,App,Tecnología,Web,0
1670,18,24,14,14.1,40,8.0,2,73.41,17.4,11,75,7.6,App,Tecnología,Android,1
1671,44,11,10,22.3,36,3.0,2,150.57,47.5,9,1,6.8,App,Deporte,iOS,0
1672,38,28,9,3.0,37,3.0,2,167.57,39.4,13,10,7.5,App,Tecnología,iOS,0
1673,27,12,14,19.5,37,6.0,3,181.43,11.2,7,48,7.2,App,Tecnología,iOS,0
1674,21,1,18,21.3,32,5.0,5,34.26,30.0,4,24,6.6,App,Bienestar,Android,0
1675,44,46,8,11.1,28,4.0,3,93.57,36.0,6,18,6.9,App,Deporte,iOS,0
1676,39,10,14,34.1,32,5.0,2,31.5,51.1,10,12,4.2,App,Tecnología,iOS,0
1677,61,21,10,17.2,43,7.0,1,153.44,44.9,6,19,9.4,App,Moda,Android,0
1678,40,25,8,20.1,26,9.0,1,165.93,31.6,4,35,6.4,Tablet,Tecnología,Android,0
1679,39,30,16,17.3,42,3.0,2,128.43,9.2,5,29,7.9,Web,Hogar,iOS,0
1680,33,22,8,21.3,26,3.0,2,59.38,28.1,8,32,4.4,Web,Hogar,Android,1
1681,44,26,11,32.5,41,12.0,2,101.17,28.3,8,31,6.1,App,Moda,Web,0
1682,42,18,11,41.8,28,2.0,1,55.35,24.6,11,45,7.6,App,Tecnología,iOS,0
1683,49,6,13,28.0,49,5.0,6,75.57,46.5,4,48,9.8,Web,Deporte,iOS,0
1684,29,22,8,30.7,34,4.0,3,71.29,40.8,4,15,7.9,Web,Deporte,iOS,1
1685,30,32,11,35.7,31,2.0,2,24.99,40.3,10,26,8.1,App,Hogar,Android,0
1686,30,10,14,24.0,40,3.0,2,48.05,50.0,5,90,6.6,App,Deporte,Web,0
1687,44,25,13,34.6,44,1.0,5,261.51,31.4,5,16,7.3,App,Hogar,Android,0
1688,51,63,8,28.3,43,8.0,5,71.51,29.8,6,38,7.0,App,Bienestar,iOS,0
1689,30,21,10,23.2,32,2.0,6,81.91,35.8,9,51,7.7,Web,Moda,Android,0
1690,30,21,9,24.8,44,4.0,4,74.64,5.1,6,63,9.0,App,Hogar,iOS,0
1691,38,6,13,7.4,38,9.0,2,59.84,26.0,4,44,6.8,App,Moda,iOS,0
1692,32,9,10,24.3,39,5.0,4,76.5,17.2,11,27,7.3,Tablet,Hogar,iOS,0
1693,45,12,12,9.7,34,9.0,5,59.96,38.3,7,22,6.7,Tablet,Tecnología,Web,1
1694,18,31,11,9.0,36,6.0,3,21.37,48.2,3,44,6.9,App,Tecnología,Web,1
1695,26,11,17,23.5,34,8.0,4,115.57,29.0,6,54,8.9,App,Deporte,Android,1
1696,26,4,14,13.1,22,5.0,4,182.1,4.0,10,73,7.9,Tablet,Tecnología,Web,1
1697,18,28,9,21.9,41,5.0,1,39.54,75.6,5,66,7.7,Web,Moda,Android,0
1698,24,13,19,23.1,41,3.0,2,59.77,28.2,6,57,7.1,App,Tecnología,iOS,0
1699,25,6,9,23.5,35,8.0,5,171.14,41.3,9,12,6.1,Tablet,Hogar,iOS,1
1700,33,34,14,14.8,44,4.0,6,49.07,50.7,9,15,7.3,App,Deporte,Android,0
1701,47,17,16,29.2,32,6.0,3,92.83,69.1,8,119,8.5,App,Bienestar,iOS,0
1702,32,30,16,21.3,42,8.0,4,500.0,30.1,2,31,8.5,Web,Tecnología,iOS,1
1703,24,6,8,25.5,36,3.0,4,106.19,62.7,7,41,7.3,App,Deporte,iOS,0
1704,34,3,11,12.4,27,5.0,1,77.89,26.5,8,6,6.2,Web,Deporte,iOS,0
1705,47,24,9,20.6,29,4.0,2,121.81,4.0,8,59,8.2,Web,Hogar,iOS,0
1706,24,9,19,30.8,38,5.0,4,114.97,39.7,4,36,8.8,Web,Tecnología,iOS,0
1707,25,23,16,29.8,41,5.0,2,52.1,70.4,7,35,8.5,App,Tecnología,Android,1
1708,41,24,19,15.6,34,3.0,7,28.86,3.2,7,113,6.2,App,Moda,Android,0
1709,33,22,16,17.6,43,1.0,5,103.97,13.9,13,45,7.8,Web,Moda,iOS,0
1710,42,41,10,14.1,37,8.0,3,112.91,61.4,9,29,4.6,App,Tecnología,iOS,1
1711,35,95,12,16.7,37,5.0,6,63.68,58.4,9,35,9.2,App,Deporte,iOS,0
1712,43,28,20,10.8,39,6.0,8,185.37,12.6,7,23,7.5,App,Hogar,iOS,0
1713,24,63,17,20.9,25,2.0,1,166.02,46.8,7,17,7.6,App,Tecnología,iOS,0
1714,35,17,14,27.1,36,1.0,4,114.83,36.7,7,31,9.5,App,Hogar,Web,0
1715,33,8,14,15.7,40,1.0,1,64.34,22.5,10,11,6.5,App,Tecnología,iOS,0
1716,22,13,10,21.3,41,5.0,2,23.75,33.1,13,26,7.5,Web,Hogar,Android,1
1717,18,18,9,20.2,40,4.0,5,68.14,24.8,9,5,6.1,Web,Tecnología,iOS,0
1718,43,66,14,30.4,35,9.0,2,27.32,29.3,7,57,5.2,App,Hogar,Android,1
1719,31,23,13,17.1,37,4.0,0,20.51,16.8,4,97,7.7,Web,Hogar,Android,0
1720,24,42,11,17.4,41,5.0,4,107.06,30.0,7,31,7.3,Tablet,Tecnología,Web,1
1721,34,16,12,15.2,49,5.0,1,142.92,47.6,7,18,4.3,App,Deporte,Web,0
1722,47,15,13,12.9,37,7.0,4,25.65,10.1,7,38,8.3,App,Deporte,iOS,0
1723,18,6,10,26.2,30,5.0,3,65.13,16.5,7,62,7.2,App,Moda,Android,0
1724,19,65,10,20.9,33,6.0,1,74.28,7.3,9,21,8.4,Web,Moda,Android,1
1725,25,51,16,22.4,38,7.0,1,63.86,24.0,9,49,7.3,App,Hogar,Android,0
1726,51,25,12,32.2,30,4.0,6,35.14,12.8,5,12,8.8,App,Deporte,Android,0
1727,38,18,16,32.7,42,7.0,3,155.95,5.7,13,38,8.9,Web,Moda,Android,0
1728,43,23,11,8.8,45,2.0,3,35.68,12.9,8,51,7.6,App,Hogar,iOS,0
1729,22,8,9,27.2,35,6.0,0,25.67,44.4,7,10,8.6,App,Deporte,Android,0
1730,23,30,14,23.8,45,5.0,2,35.22,53.8,11,51,8.5,App,Deporte,Android,1
1731,40,49,13,18.3,34,7.0,1,97.73,53.2,7,29,5.6,App,Tecnología,Web,1
1732,36,50,10,24.6,36,6.0,2,64.75,48.5,11,79,6.1,App,Deporte,iOS,1
1733,41,6,17,8.2,41,1.0,5,49.1,26.7,10,37,7.3,Web,Tecnología,iOS,1
1734,33,42,9,33.7,36,9.0,5,100.25,21.3,6,53,8.2,Tablet,Tecnología,iOS,1
1735,38,8,8,26.1,29,6.0,4,90.06,52.1,13,91,6.3,App,Moda,Web,0
1736,37,3,11,15.1,34,11.0,4,21.08,38.7,7,29,4.5,Tablet,Bienestar,iOS,0
1737,44,43,12,17.3,35,3.0,1,99.7,13.7,8,7,5.9,Tablet,Moda,Android,0
1738,44,15,12,8.4,36,2.0,3,143.62,63.5,11,18,7.3,Web,Deporte,iOS,0
1739,18,39,13,19.5,30,5.0,4,70.09,13.7,8,34,7.9,Web,Tecnología,Android,0
1740,18,37,13,18.1,33,3.0,5,65.91,53.5,8,124,9.1,App,Deporte,Web,0
1741,46,34,8,11.4,47,6.0,2,212.54,42.6,16,78,8.6,Web,Bienestar,iOS,0
1742,48,23,7,28.2,34,2.0,1,50.76,43.3,11,21,7.5,App,Bienestar,iOS,0
1743,24,8,5,32.2,50,6.0,2,68.47,15.9,10,28,6.1,Web,Moda,iOS,0
1744,18,18,16,21.8,48,8.0,1,89.97,21.2,6,50,4.5,Tablet,Moda,Android,0
1745,36,51,12,19.6,29,7.0,1,77.03,17.9,14,69,6.6,Web,Deporte,Web,0
1746,45,40,18,25.5,41,7.0,3,64.57,32.2,7,10,6.9,Web,Hogar,iOS,0
1747,55,18,8,21.8,32,4.0,1,78.77,20.6,8,50,7.4,App,Deporte,iOS,0
1748,41,18,14,13.3,28,5.0,6,177.76,9.8,9,34,8.6,Web,Hogar,iOS,1
1749,31,32,16,16.8,30,10.0,3,116.94,16.0,9,8,8.2,App,Hogar,iOS,0
1750,25,24,13,19.6,33,5.0,2,71.98,23.8,10,26,7.4,Web,Deporte,Android,0
1751,35,19,14,24.0,29,7.0,5,46.63,15.4,6,22,6.7,App,Bienestar,Android,0
1752,32,31,19,22.1,38,10.0,2,50.17,48.0,7,22,5.2,App,Tecnología,iOS,0
1753,24,30,10,23.7,38,4.0,2,126.48,50.0,11,69,6.2,Tablet,Tecnología,Android,0
1754,58,14,14,9.8,38,4.0,1,31.22,24.6,10,42,5.9,Tablet,Tecnología,Android,0
1755,55,27,13,27.3,42,3.0,3,281.25,29.6,4,26,10.0,App,Moda,iOS,1
1756,47,29,10,22.0,44,4.0,4,73.7,40.2,6,22,10.0,App,Bienestar,Android,1
1757,25,22,14,42.4,30,3.0,5,35.14,54.6,10,39,5.5,App,Moda,iOS,0
1758,44,13,11,18.9,34,3.0,4,82.9,31.0,8,25,7.8,App,Hogar,Android,0
1759,42,17,17,24.6,41,6.0,3,48.28,19.7,11,51,5.4,Tablet,Deporte,Android,0
1760,40,11,16,44.6,29,5.0,4,59.56,17.9,4,30,7.6,Tablet,Tecnología,iOS,0
1761,49,28,11,23.6,32,3.0,2,32.67,60.3,9,7,6.6,App,Hogar,Android,1
1762,42,6,10,21.5,31,6.0,5,65.78,16.9,9,11,7.3,App,Moda,Android,0
1763,43,54,9,14.1,26,4.0,1,23.34,16.4,4,20,8.8,App,Moda,Android,0
1764,42,47,10,34.2,37,6.0,3,53.92,52.3,7,29,7.8,App,Deporte,Android,0
1765,39,29,13,12.7,33,2.0,2,73.03999999999999,24.7,5,42,8.5,App,Moda,Android,0
1766,18,39,9,25.4,40,1.0,2,73.03999999999999,37.9,8,40,8.0,App,Hogar,iOS,0
1767,36,37,6,18.2,38,11.0,5,49.26,36.6,2,83,6.3,App,Tecnología,iOS,1
1768,29,24,12,20.5,42,6.0,4,76.41,9.7,7,3,5.5,App,Deporte,Android,0
1769,21,19,17,10.6,40,4.0,7,122.23,21.7,8,3,6.9,Web,Bienestar,iOS,1
1770,53,18,9,32.7,30,2.0,5,91.45,12.6,11,9,6.9,Web,Bienestar,iOS,0
1771,54,55,10,19.8,38,3.0,6,153.25,14.6,4,16,6.6,Web,Bienestar,iOS,1
1772,50,12,12,12.3,34,4.0,2,57.01,15.7,6,53,6.3,App,Deporte,Web,0
1773,38,12,9,32.0,40,4.0,1,89.67,9.9,7,38,7.4,App,Bienestar,Android,1
1774,50,41,14,18.0,35,4.0,3,91.63,58.6,8,9,9.1,Web,Deporte,iOS,0
1775,35,38,14,24.7,38,4.0,3,141.3,28.0,13,17,4.4,Web,Hogar,iOS,1
1776,37,19,12,28.7,35,2.0,2,50.19,47.8,11,18,5.6,Tablet,Moda,iOS,0
1777,23,31,17,25.8,32,5.0,1,115.74,25.4,10,15,7.7,App,Deporte,iOS,0
1778,39,34,13,4.4,39,4.0,4,46.8,51.0,5,25,4.7,App,Moda,iOS,0
1779,36,8,11,27.6,40,3.0,5,54.82,4.9,8,21,5.3,Web,Hogar,Web,0
1780,21,49,15,21.2,43,5.0,5,61.57,6.1,11,22,10.0,App,Bienestar,Android,0
1781,34,34,18,19.4,35,7.0,6,96.23,26.9,4,10,8.1,Web,Bienestar,iOS,0
1782,34,30,11,21.1,45,6.0,3,41.25,27.5,3,42,10.0,Tablet,Moda,Android,1
1783,55,34,15,9.1,37,4.0,3,44.54,42.4,10,30,4.9,App,Tecnología,Android,0
1784,45,27,16,23.5,31,2.0,4,52.6,26.3,8,19,10.0,Web,Tecnología,iOS,0
1785,35,21,12,11.1,41,6.0,3,77.03,27.5,10,12,5.5,Web,Bienestar,iOS,0
1786,38,4,9,19.7,31,9.0,2,44.82,26.5,9,23,8.6,App,Moda,Web,1
1787,35,25,9,23.3,27,6.0,2,86.72,27.3,8,7,4.3,Web,Tecnología,iOS,0
1788,33,7,13,30.6,28,3.0,3,61.6,6.6,6,39,7.7,App,Deporte,iOS,0
1789,23,68,11,15.4,30,9.0,6,107.7,40.8,9,41,7.8,Web,Tecnología,Android,0
1790,33,21,10,33.6,24,4.0,1,77.64,46.0,7,29,6.7,Tablet,Moda,Android,0
1791,27,67,21,29.6,29,5.0,1,196.6,16.4,7,81,5.4,App,Deporte,iOS,0
1792,21,25,13,18.6,28,4.0,1,80.17,31.3,4,42,6.9,Web,Deporte,Android,0
1793,41,15,13,13.1,47,6.0,3,38.37,14.1,6,50,7.6,App,Tecnología,Web,0
1794,39,48,16,10.4,31,4.0,2,66.72,24.6,8,40,5.7,App,Tecnología,iOS,0
1795,18,29,15,24.2,26,2.0,0,75.88,35.3,10,40,7.0,Web,Bienestar,Android,0
1796,34,83,18,16.1,26,4.0,4,45.5,40.5,9,34,7.2,App,Moda,Android,0
1797,46,14,14,31.6,40,4.0,2,172.76,59.4,5,49,7.9,App,Tecnología,iOS,1
1798,47,49,9,16.6,38,5.0,2,63.25,30.2,8,32,5.1,Web,Tecnología,Android,0
1799,46,51,12,14.8,43,5.0,5,52.61,19.2,3,13,6.5,Tablet,Deporte,Android,0
1800,35,36,11,23.9,41,6.0,2,82.88,25.6,11,53,7.5,Web,Bienestar,Android,0
1801,26,51,8,16.5,28,6.0,6,45.56,28.3,10,39,6.7,App,Hogar,iOS,0
1802,23,21,6,22.1,33,7.0,4,127.61,21.6,5,14,5.8,Tablet,Moda,Android,0
1803,39,12,9,29.9,25,3.0,5,114.25,26.1,7,28,8.6,Web,Bienestar,Web,0
1804,39,16,13,22.9,35,4.0,2,80.59,5.9,11,8,8.7,Web,Deporte,iOS,0
1805,49,24,19,23.0,29,5.0,2,103.84,9.4,8,68,8.4,App,Moda,iOS,0
1806,47,37,10,23.6,29,7.0,3,56.98,23.0,6,38,6.8,App,Hogar,Android,0
1807,34,13,14,8.5,29,8.0,6,32.82,15.4,7,11,7.0,App,Tecnología,Android,1
1808,21,18,11,25.1,30,6.0,3,62.7,50.3,9,26,9.0,App,Bienestar,Android,1
1809,31,14,10,23.3,38,3.0,3,56.92,29.6,4,13,8.4,Tablet,Bienestar,Web,0
1810,37,41,13,29.1,42,5.0,4,24.47,37.6,7,20,9.1,Web,Tecnología,iOS,0
1811,33,67,12,26.8,31,5.0,3,41.92,20.4,9,40,7.4,App,Deporte,Android,0
1812,29,11,8,20.4,43,6.0,3,38.12,28.9,9,52,8.2,App,Moda,Android,0
1813,38,32,18,30.3,39,3.0,1,42.01,40.7,8,12,8.2,Web,Bienestar,iOS,0
1814,29,44,9,19.7,36,4.0,7,156.15,35.5,7,68,9.3,App,Moda,Android,0
1815,28,20,19,24.0,23,5.0,5,99.39,0.7,7,59,4.1,App,Moda,Web,1
1816,38,8,11,19.5,26,12.0,3,127.51,9.9,13,23,7.5,App,Moda,iOS,0
1817,31,48,9,25.7,37,3.0,5,99.26,44.7,11,18,8.6,Web,Hogar,Android,1
1818,38,7,10,19.0,32,6.0,2,136.07,50.1,8,47,7.3,App,Tecnología,Android,1
1819,38,57,11,35.2,26,5.0,6,76.12,18.0,4,112,6.7,App,Bienestar,Android,0
1820,22,13,12,38.1,31,4.0,4,172.62,46.4,11,30,7.8,App,Bienestar,iOS,1
1821,30,6,7,29.0,38,8.0,1,38.1,17.2,9,21,8.3,Web,Tecnología,iOS,0
