id_usuario,id_producto,categoria,subcategoria,precio,nivel_novedad,popularidad,tipo_interaccion,valoracion,tiempo_interaccion_seg,compra,peso
2222,P362,Moda,Urbana,83.35,79.3,74.1,vista,1.0,99.6,0,1
1294,P383,Tecnología,Wearables,157.33,50.0,47.6,vista,0.0,33.4,0,1
1930,P160,Tecnología,Wearables,48.71,97.9,55.9,vista,0.0,138.8,0,1
1298,P079,Deporte,Fitness,269.19,90.7,66.0,vista,0.0,25.9,0,1
1814,P377,Tecnología,Accesorios,183.61,78.6,64.3,click,0.0,73.8,0,2
1306,P479,Bienestar,Cuidado,134.35,57.0,44.9,click,0.0,103.1,0,2
1235,P397,Hogar,Cocina,233.17,49.3,97.1,vista,0.0,38.1,0,1
2027,P087,Hogar,Organización,26.57,79.3,43.7,vista,0.0,16.9,0,1
2850,P285,Bienestar,Personal,61.19,83.1,56.6,vista,0.0,65.5,0,1
1874,P188,Bienestar,Cuidado,19.39,55.8,63.5,vista,0.0,53.1,0,1
2214,P002,Deporte,Yoga,18.81,92.9,29.2,vista,0.0,29.0,0,1
1826,P095,Deporte,Outdoor,63.66,67.0,72.6,vista,4.0,101.1,0,1
2319,P013,Deporte,Running,251.0,87.3,44.5,vista,0.0,88.1,0,1
1487,P216,Deporte,Fitness,27.53,33.0,84.1,compra,0.0,77.9,1,5
2799,P419,Hogar,Cocina,112.41,61.75,40.3,favorito,2.0,327.7,0,3
2736,P300,Bienestar,Relajación,104.4,27.9,63.0,compra,3.0,15.8,1,5
1289,P251,Deporte,Outdoor,97.69,92.5,63.5,vista,0.0,108.6,0,1
2254,P346,Moda,Casual,34.27,44.7,92.4,vista,0.0,64.4,0,1
1339,P369,Hogar,Decoración,84.74,82.2,44.5,click,2.0,49.1,0,2
1281,P340,Moda,Accesorios,118.79,71.7,38.4,vista,0.0,110.2,0,1
1149,P425,Moda,Casual,80.36,97.1,61.6,vista,0.0,45.7,0,1
2696,P014,Moda,Calzado,64.8,53.1,25.5,vista,0.0,61.0,0,1
2899,P070,Deporte,Yoga,24.29,42.5,63.8,compra,0.0,126.6,1,5
1110,P469,Hogar,Iluminación,42.65,82.8,41.2,click,0.0,78.5,0,2
1296,P148,Hogar,Decoración,73.82,71.4,83.6,vista,0.0,19.0,0,1
2907,P238,Moda,Urbana,122.16,97.7,40.7,vista,0.0,53.7,0,1
2228,P418,Bienestar,Relajación,47.58,45.5,53.0,vista,0.0,60.3,0,1
2285,P006,Hogar,Decoración,146.59,92.3,48.7,click,0.0,271.1,0,2
2921,P203,Bienestar,Relajación,155.83,39.2,72.1,vista,0.0,18.4,0,1
1545,P047,Deporte,Outdoor,73.72,61.0,82.0,vista,0.0,250.2,0,1
2277,P389,Tecnología,Audio,54.44,82.3,56.1,favorito,4.0,161.5,0,3
1565,P402,Moda,Accesorios,141.25,71.1,93.3,click,0.0,26.3,0,2
2125,P008,Hogar,Organización,41.72,57.7,41.3,click,5.0,259.8,0,2
2818,P218,Hogar,Decoración,285.02,51.3,94.9,vista,4.0,151.1,0,1
2220,P194,Moda,Casual,96.86,85.7,53.2,vista,0.0,91.0,0,1
1377,P338,Tecnología,Wearables,133.11,81.3,53.1,vista,0.0,59.7,0,1
2144,P320,Bienestar,Relajación,39.93,40.5,70.7,compra,0.0,118.0,1,5
1041,P189,Moda,Calzado,44.14,94.9,58.1,vista,0.0,28.8,0,1
2608,P453,Moda,Accesorios,71.87,88.6,43.8,vista,3.0,62.5,0,1
1743,P147,Hogar,Organización,669.7550194393771,99.8,23.0,vista,1.0,23.1,0,1
2939,P335,Hogar,Decoración,203.16,23.2,63.9,vista,0.0,137.3,0,1
2297,P249,Hogar,Organización,43.13,53.2,71.0,vista,2.0,39.8,0,1
2320,P051,Hogar,Iluminación,166.1,36.7,46.2,click,0.0,85.0,0,2
2807,P169,Tecnología,Audio,231.1,62.4,44.1,vista,0.0,85.4,0,1
1515,P264,Hogar,Cocina,65.72,61.75,44.0,vista,0.0,206.9,0,1
2094,P186,Hogar,Iluminación,77.48,62.1,67.3,vista,0.0,143.4,0,1
1153,P339,Hogar,Iluminación,113.72,55.5,80.9,vista,0.0,98.0,0,1
2770,P275,Moda,Casual,55.96,83.2,58.6,click,0.0,91.3,0,2
1970,P131,Deporte,Yoga,73.47,45.1,77.0,vista,0.0,194.5,0,1
2733,P438,Tecnología,Accesorios,107.71,61.4,76.7,vista,0.0,59.1,0,1
2718,P405,Deporte,Running,62.92,27.8,67.2,click,0.0,86.2,0,2
1902,P006,Hogar,Decoración,146.59,92.3,48.7,vista,0.0,183.2,0,1
2497,P026,Hogar,Organización,41.54,91.2,66.3,click,0.0,13.6,0,2
2531,P283,Tecnología,Audio,170.98,72.0,51.5,favorito,0.0,64.7,0,3
1508,P126,Tecnología,Audio,163.22,72.9,66.6,vista,0.0,357.4,0,1
1963,P061,Tecnología,Smartphone,188.11,88.6,56.0,click,0.0,54.0,0,2
1432,P213,Hogar,Decoración,196.5,92.2,100.0,vista,0.0,29.5,0,1
1248,P284,Tecnología,Smartphone,82.93,63.6,70.9,vista,0.0,188.6,0,1
1700,P051,Hogar,Iluminación,166.1,36.7,46.2,vista,0.0,111.2,0,1
1288,P407,Hogar,Organización,111.75,69.4,64.2,favorito,0.0,40.9,0,3
1982,P440,Bienestar,Cuidado,91.29,48.7,49.6,vista,0.0,80.2,0,1
2865,P303,Deporte,Running,162.86,97.1,55.7,vista,0.0,40.0,0,1
1225,P388,Deporte,Running,42.53,58.0,71.4,click,0.0,44.9,0,2
2139,P085,Moda,Calzado,47.98,41.5,89.6,click,0.0,67.8,0,2
1569,P061,Tecnología,Smartphone,188.11,88.6,56.0,favorito,0.0,22.7,0,3
2357,P449,Tecnología,Accesorios,133.18,26.6,64.0,carrito,0.0,131.2,0,4
1542,P448,Moda,Urbana,49.46,82.0,79.8,vista,3.0,256.8,0,1
1859,P053,Moda,Casual,62.26,56.5,100.0,carrito,0.0,170.1,0,4
1996,P072,Deporte,Running,88.73,38.4,37.8,favorito,0.0,210.2,0,3
1865,P394,Moda,Casual,245.68,30.2,67.4,click,1.0,39.1,0,2
1365,P269,Tecnología,Wearables,57.02,83.9,78.7,vista,0.0,150.5,0,1
2908,P361,Moda,Casual,71.2,90.0,88.2,click,0.0,35.2,0,2
1361,P109,Tecnología,Smartphone,122.97,60.9,35.2,favorito,4.0,109.7,0,3
2710,P478,Bienestar,Personal,73.05,72.8,74.8,click,0.0,69.3,0,2
2768,P132,Hogar,Iluminación,72.05,47.7,91.9,vista,2.0,40.4,0,1
2517,P365,Tecnología,Audio,68.9,23.0,61.8,vista,1.0,81.2,0,1
1832,P184,Deporte,Running,51.21,23.0,77.3,click,4.0,37.0,0,2
2140,P393,Bienestar,Relajación,35.93,32.4,41.6,vista,0.0,56.3,0,1
1121,P209,Moda,Urbana,29.33,89.1,69.7,click,0.0,125.5,0,2
1933,P448,Moda,Urbana,49.46,82.0,79.8,vista,0.0,32.0,0,1
2014,P315,Tecnología,Wearables,24.72,27.4,37.9,vista,0.0,192.4,0,1
2853,P153,Moda,Urbana,55.96,94.2,58.8,click,0.0,31.5,0,2
1721,P283,Tecnología,Audio,170.98,72.0,51.5,click,0.0,72.7,0,2
1072,P362,Moda,Urbana,83.35,79.3,74.1,compra,0.0,58.5,1,5
2874,P349,Hogar,Cocina,83.84,39.7,89.2,vista,0.0,99.6,0,1
1230,P408,Bienestar,Cuidado,53.66,83.6,90.2,vista,0.0,41.1,0,1
1003,P382,Hogar,Decoración,66.82,77.5,35.8,vista,0.0,83.0,0,1
2420,P114,Moda,Calzado,58.1,81.5,94.6,click,0.0,19.5,0,2
1258,P204,Moda,Calzado,160.65,57.4,20.1,favorito,0.0,76.0,0,3
1069,P447,Tecnología,Audio,34.37,68.7,80.8,favorito,0.0,28.0,0,3
1215,P077,Moda,Calzado,45.89,93.9,81.6,vista,0.0,233.4,0,1
2169,P430,Deporte,Outdoor,31.14,38.2,64.3,vista,0.0,29.3,0,1
2540,P061,Tecnología,Smartphone,188.11,88.6,56.0,click,4.0,63.1,0,2
1342,P291,Bienestar,Cuidado,71.37,32.3,63.4,vista,0.0,49.2,0,1
2518,P240,Hogar,Decoración,130.87,77.7,39.0,click,5.0,100.2,0,2
1491,P032,Bienestar,Salud,66.3,75.6,56.4,click,5.0,50.4,0,2
2294,P232,Moda,Casual,27.31,71.6,96.9,click,0.0,60.3,0,2
1300,P415,Moda,Calzado,173.24,97.4,68.4,vista,4.0,29.0,0,1
2092,P130,Deporte,Outdoor,128.52,27.7,41.4,click,0.0,77.8,0,2
2302,P197,Deporte,Fitness,45.87,43.3,48.2,click,0.0,78.0,0,2
1173,P382,Hogar,Decoración,66.82,77.5,35.8,vista,0.0,47.9,0,1
1983,P138,Tecnología,Smartphone,33.45,75.7,64.8,vista,0.0,208.4,0,1
2170,P006,Hogar,Decoración,146.59,92.3,48.7,carrito,0.0,44.4,0,4
1171,P495,Moda,Accesorios,17.41,93.1,55.1,vista,0.0,12.6,0,1
2552,P400,Hogar,Decoración,38.67,52.7,73.6,favorito,0.0,76.6,0,3
1292,P076,Deporte,Running,25.37,98.7,72.8,vista,0.0,94.3,0,1
1130,P493,Tecnología,Wearables,178.77,37.0,50.2,carrito,3.0,17.3,0,4
2082,P020,Tecnología,Smartphone,35.33,90.4,57.3,compra,0.0,33.5,1,5
1510,P451,Deporte,Yoga,35.68,43.6,84.5,vista,0.0,33.2,0,1
1582,P230,Moda,Calzado,143.93,51.8,46.7,vista,0.0,43.2,0,1
2523,P072,Deporte,Running,88.73,38.4,37.8,vista,0.0,77.5,0,1
1893,P068,Tecnología,Accesorios,72.2,52.8,40.7,click,0.0,119.3,0,2
2326,P369,Hogar,Decoración,84.74,82.2,44.5,vista,0.0,53.9,0,1
1669,P133,Moda,Accesorios,48.59,93.3,57.3,vista,1.0,114.7,0,1
2498,P006,Hogar,Decoración,146.59,92.3,48.7,click,0.0,60.0,0,2
2865,P323,Moda,Calzado,36.28,22.9,41.7,vista,0.0,19.6,0,1
1214,P446,Deporte,Fitness,268.88,57.2,75.7,vista,0.0,36.7,0,1
2129,P083,Moda,Casual,36.59,86.1,77.2,vista,0.0,35.6,0,1
2563,P246,Moda,Accesorios,35.24,51.5,52.4,click,0.0,76.4,0,2
1239,P140,Hogar,Cocina,51.1,47.8,55.6,vista,0.0,52.8,0,1
2433,P058,Tecnología,Wearables,80.04,99.9,90.8,favorito,0.0,40.3,0,3
2979,P231,Bienestar,Personal,241.53,94.3,71.6,vista,0.0,41.8,0,1
2744,P188,Bienestar,Cuidado,19.39,55.8,63.5,vista,0.0,121.3,0,1
1696,P356,Hogar,Organización,58.21,72.2,70.6,click,0.0,70.3,0,2
2572,P146,Tecnología,Audio,114.79,67.3,46.9,click,2.0,245.7,0,2
1142,P098,Deporte,Running,25.13,35.1,84.4,carrito,0.0,125.1,0,4
2370,P022,Deporte,Fitness,50.23,56.6,72.6,click,0.0,395.7,0,2
2606,P146,Tecnología,Audio,114.79,67.3,46.9,compra,0.0,82.8,1,5
1872,P181,Moda,Urbana,95.52,67.6,85.8,vista,0.0,134.6,0,1
1523,P158,Deporte,Yoga,45.82,22.5,72.9,vista,0.0,30.6,0,1
2191,P348,Moda,Urbana,45.79,87.9,64.7,click,2.0,57.0,0,2
2726,P309,Hogar,Decoración,49.63,68.0,68.6,vista,0.0,28.3,0,1
1475,P289,Deporte,Outdoor,55.38,40.3,79.4,vista,4.0,98.0,0,1
2953,P148,Hogar,Decoración,73.82,71.4,83.6,vista,0.0,43.2,0,1
2095,P092,Bienestar,Cuidado,8.98,78.6,58.8,compra,0.0,100.5,1,5
2384,P203,Bienestar,Relajación,155.83,39.2,72.1,compra,0.0,105.7,1,5
1571,P336,Bienestar,Cuidado,191.03,93.4,82.1,vista,5.0,120.2,0,1
2517,P097,Hogar,Organización,50.29,43.7,56.4,vista,0.0,147.4,0,1
2892,P293,Bienestar,Salud,455.041010302589,70.8,51.8,click,0.0,65.0,0,2
2591,P014,Moda,Calzado,64.8,53.1,25.5,carrito,2.0,203.2,0,4
1474,P330,Deporte,Fitness,144.25,33.8,59.4,vista,0.0,126.3,0,1
2552,P124,Hogar,Iluminación,74.48,43.9,95.5,click,0.0,25.1,0,2
1801,P274,Tecnología,Audio,106.05,38.8,63.2,vista,0.0,140.3,0,1
2793,P158,Deporte,Yoga,45.82,22.5,72.9,vista,3.0,148.1,0,1
1129,P344,Moda,Casual,12.27,89.8,70.0,vista,0.0,31.4,0,1
1184,P361,Moda,Casual,71.2,90.0,88.2,vista,0.0,147.8,0,1
1144,P364,Tecnología,Smartphone,16.57,90.9,94.6,vista,0.0,78.8,0,1
1971,P432,Bienestar,Cuidado,126.09,22.5,31.3,click,0.0,203.3,0,2
1529,P397,Hogar,Cocina,233.17,49.3,97.1,vista,0.0,126.4,0,1
1670,P105,Moda,Accesorios,54.93,30.9,81.2,carrito,0.0,557.3,0,4
1079,P275,Moda,Casual,55.96,83.2,58.6,click,0.0,162.7,0,2
1831,P415,Moda,Calzado,173.24,97.4,68.4,click,0.0,57.0,0,2
2413,P185,Tecnología,Smartphone,47.14,30.4,47.9,vista,0.0,53.2,0,1
1304,P395,Moda,Accesorios,28.33,59.6,12.0,vista,5.0,51.7,0,1
1536,P063,Bienestar,Personal,40.53,57.7,68.4,vista,1.0,21.8,0,1
2253,P439,Deporte,Outdoor,66.0,89.9,100.0,vista,2.0,53.7,0,1
2963,P451,Deporte,Yoga,35.68,43.6,84.5,favorito,3.0,20.7,0,3
2214,P030,Deporte,Outdoor,72.68,68.2,82.0,vista,0.0,32.7,0,1
2429,P191,Hogar,Organización,31.54,38.1,83.2,vista,0.0,43.4,0,1
1088,P484,Bienestar,Personal,119.94,20.7,29.5,vista,0.0,44.6,0,1
2146,P086,Bienestar,Personal,62.13,92.7,67.5,vista,0.0,290.4,0,1
1751,P159,Bienestar,Salud,105.42,66.6,66.1,click,0.0,50.8,0,2
1878,P332,Bienestar,Salud,74.7,45.2,10.8,vista,0.0,18.5,0,1
1627,P277,Bienestar,Cuidado,148.8,90.6,66.4,favorito,0.0,53.9,0,3
1368,P387,Bienestar,Personal,58.34,96.9,45.9,vista,0.0,78.4,0,1
1459,P252,Moda,Accesorios,186.54,38.5,60.1,vista,0.0,59.4,0,1
1832,P414,Hogar,Decoración,135.45,38.8,41.8,vista,1.0,100.3,0,1
1350,P203,Bienestar,Relajación,155.83,39.2,72.1,vista,0.0,64.8,0,1
1561,P313,Hogar,Decoración,30.82,52.8,39.7,favorito,2.0,444.1,0,3
2497,P455,Hogar,Cocina,118.28,23.3,54.8,compra,0.0,192.2,1,5
2219,P192,Hogar,Cocina,24.97,73.2,83.4,vista,0.0,54.2,0,1
1622,P031,Moda,Casual,102.61,22.4,100.0,compra,0.0,76.8,1,5
2252,P156,Moda,Urbana,135.72,24.1,60.1,favorito,0.0,86.3,0,3
1670,P192,Hogar,Cocina,24.97,73.2,83.4,vista,2.0,368.9,0,1
2567,P333,Bienestar,Relajación,81.52,53.7,47.2,vista,0.0,60.6,0,1
1093,P330,Deporte,Fitness,144.25,33.8,59.4,vista,4.0,21.2,0,1
2780,P363,Moda,Casual,40.39,79.7,66.0,favorito,0.0,83.5,0,3
1120,P196,Hogar,Cocina,42.37,91.1,74.6,compra,0.0,68.4,1,5
1416,P215,Deporte,Fitness,62.82,23.4,66.0,vista,0.0,101.3,0,1
2055,P271,Deporte,Fitness,75.62,93.2,90.7,vista,5.0,282.6,0,1
1236,P475,Deporte,Yoga,251.38,75.2,65.3,vista,0.0,170.1,0,1
1244,P483,Hogar,Cocina,67.0,76.1,48.1,favorito,0.0,69.7,0,3
1227,P049,Tecnología,Smartphone,84.5,40.3,71.9,carrito,2.0,194.1,0,4
1794,P316,Deporte,Yoga,165.16,85.6,54.6,vista,0.0,12.3,0,1
1670,P030,Deporte,Outdoor,72.68,68.2,82.0,carrito,3.0,178.7,0,4
2378,P030,Deporte,Outdoor,72.68,68.2,82.0,vista,2.0,57.1,0,1
2012,P377,Tecnología,Accesorios,183.61,78.6,64.3,favorito,0.0,159.7,0,3
1631,P454,Moda,Urbana,32.72,71.0,62.8,compra,0.0,151.8,1,5
2557,P112,Deporte,Running,102.61,99.1,53.1,vista,0.0,26.3,0,1
2813,P467,Moda,Urbana,32.89,77.0,64.2,carrito,0.0,249.1,0,4
1690,P498,Moda,Urbana,114.89,85.3,47.0,click,0.0,42.9,0,2
2136,P353,Bienestar,Salud,113.84,21.2,68.9,click,0.0,8.9,0,2
1492,P269,Tecnología,Wearables,57.02,83.9,78.7,compra,0.0,110.7,1,5
1069,P328,Hogar,Cocina,96.41,26.7,77.0,favorito,3.0,26.0,0,3
2697,P068,Tecnología,Accesorios,72.2,52.8,40.7,click,0.0,120.5,0,2
2061,P439,Deporte,Outdoor,66.0,89.9,100.0,carrito,0.0,55.2,0,4
1399,P294,Moda,Casual,123.41,37.8,76.9,vista,0.0,81.4,0,1
1808,P067,Moda,Accesorios,41.31,94.7,59.5,vista,0.0,19.1,0,1
2880,P483,Hogar,Cocina,67.0,76.1,48.1,vista,0.0,51.0,0,1
1527,P096,Hogar,Iluminación,44.52,60.7,56.8,vista,0.0,65.0,0,1
2019,P198,Tecnología,Wearables,78.06,68.0,86.9,carrito,0.0,45.4,0,4
1125,P168,Deporte,Yoga,65.52,37.0,41.0,click,0.0,440.6,0,2
1317,P408,Bienestar,Cuidado,53.66,83.6,90.2,vista,0.0,77.1,0,1
2924,P287,Bienestar,Salud,289.66,67.5,74.4,vista,0.0,34.1,0,1
1430,P476,Tecnología,Smartphone,65.11,83.0,47.3,vista,0.0,26.4,0,1
1542,P464,Tecnología,Accesorios,307.88,70.8,73.3,vista,1.0,49.8,0,1
1320,P241,Hogar,Iluminación,137.96,62.5,82.3,click,0.0,404.6,0,2
2560,P277,Bienestar,Cuidado,148.8,90.6,66.4,click,4.0,104.9,0,2
1789,P102,Moda,Casual,152.77,44.6,55.2,vista,4.0,12.3,0,1
1631,P153,Moda,Urbana,55.96,94.2,58.8,vista,0.0,65.0,0,1
1116,P110,Hogar,Decoración,143.64,21.3,70.9,vista,0.0,50.7,0,1
2189,P378,Tecnología,Smartphone,57.74,82.5,76.4,vista,0.0,1104.4,0,1
1647,P246,Moda,Accesorios,35.24,51.5,52.4,compra,0.0,16.8,1,5
2819,P083,Moda,Casual,36.59,86.1,77.2,favorito,0.0,108.3,0,3
1250,P245,Moda,Accesorios,131.02,23.5,62.6,favorito,0.0,137.0,0,3
2345,P468,Bienestar,Cuidado,131.38,75.0,50.6,vista,3.0,247.3,0,1
2903,P264,Hogar,Cocina,65.72,61.75,44.0,carrito,4.0,56.5,0,4
1743,P475,Deporte,Yoga,251.38,75.2,65.3,vista,0.0,34.7,0,1
2014,P203,Bienestar,Relajación,155.83,39.2,72.1,vista,0.0,68.1,0,1
1895,P441,Moda,Calzado,66.0,81.2,92.1,vista,0.0,117.6,0,1
1649,P314,Deporte,Running,117.84,32.0,52.8,vista,0.0,67.7,0,1
2732,P066,Hogar,Decoración,60.98,58.3,71.9,vista,0.0,43.5,0,1
2749,P247,Hogar,Decoración,18.29,72.7,42.0,vista,2.0,72.8,0,1
1916,P006,Hogar,Decoración,146.59,92.3,48.7,vista,0.0,249.5,0,1
1944,P318,Hogar,Organización,41.42,96.4,45.1,vista,1.0,248.7,0,1
1934,P056,Hogar,Iluminación,79.0,99.1,96.6,vista,0.0,113.6,0,1
2869,P195,Bienestar,Salud,90.8,39.0,61.1,vista,0.0,81.4,0,1
1116,P324,Tecnología,Smartphone,517.75,97.9,72.3,click,0.0,62.2,0,2
2392,P428,Tecnología,Accesorios,84.02,55.9,65.0,favorito,0.0,49.0,0,3
2779,P146,Tecnología,Audio,114.79,67.3,46.9,click,3.0,31.6,0,2
2433,P240,Hogar,Decoración,130.87,77.7,39.0,click,0.0,25.2,0,2
1273,P428,Tecnología,Accesorios,84.02,55.9,65.0,vista,0.0,23.6,0,1
1682,P093,Bienestar,Cuidado,122.3,43.7,68.9,favorito,5.0,27.3,0,3
2057,P460,Hogar,Organización,181.49,80.7,34.2,vista,0.0,79.4,0,1
1561,P455,Hogar,Cocina,118.28,23.3,54.8,vista,5.0,39.8,0,1
2070,P279,Hogar,Decoración,35.2,97.7,71.2,vista,0.0,165.5,0,1
1110,P439,Deporte,Outdoor,66.0,89.9,100.0,vista,0.0,41.8,0,1
1146,P207,Bienestar,Relajación,151.77,78.0,93.4,vista,0.0,8.0,0,1
2222,P021,Deporte,Running,67.24,59.3,62.0,vista,0.0,184.2,0,1
1587,P492,Tecnología,Accesorios,45.09,53.6,96.6,click,0.0,94.5,0,2
1338,P080,Hogar,Cocina,73.79,34.5,61.0,vista,5.0,327.5,0,1
1990,P366,Tecnología,Smartphone,63.33,43.7,98.7,vista,0.0,53.4,0,1
1575,P432,Bienestar,Cuidado,126.09,22.5,31.3,vista,0.0,187.1,0,1
2260,P226,Tecnología,Audio,88.93,93.5,82.2,vista,0.0,316.5,0,1
2343,P416,Tecnología,Smartphone,28.13,33.5,38.2,vista,0.0,24.9,0,1
1964,P035,Bienestar,Relajación,527.94,25.9,72.0,compra,0.0,36.2,1,5
1413,P113,Bienestar,Personal,55.21,45.1,22.7,vista,1.0,96.0,0,1
1656,P023,Tecnología,Audio,33.46,25.1,72.7,click,0.0,130.5,0,2
2249,P499,Tecnología,Wearables,157.2,53.7,55.0,click,0.0,716.6,0,2
1784,P095,Deporte,Outdoor,63.66,67.0,72.6,vista,0.0,24.4,0,1
1017,P482,Hogar,Decoración,142.39,56.7,61.0,click,0.0,14.4,0,2
2567,P288,Bienestar,Cuidado,67.59,90.5,100.0,click,1.0,114.8,0,2
2227,P240,Hogar,Decoración,130.87,77.7,39.0,vista,0.0,19.5,0,1
2982,P080,Hogar,Cocina,73.79,34.5,61.0,vista,0.0,48.9,0,1
1289,P175,Hogar,Organización,59.37,71.6,72.5,vista,3.0,122.2,0,1
1282,P384,Hogar,Iluminación,257.18,21.7,55.3,vista,0.0,235.6,0,1
2932,P462,Hogar,Decoración,46.68,42.1,65.7,click,0.0,346.0,0,2
2837,P459,Moda,Accesorios,77.67,89.4,82.9,carrito,0.0,418.8,0,4
1347,P487,Deporte,Fitness,128.53,71.7,79.4,carrito,0.0,34.9,0,4
2062,P063,Bienestar,Personal,40.53,57.7,68.4,vista,0.0,37.9,0,1
1487,P051,Hogar,Iluminación,166.1,36.7,46.2,click,0.0,134.8,0,2
2847,P003,Hogar,Organización,30.92,44.0,49.7,vista,0.0,98.6,0,1
2501,P329,Tecnología,Accesorios,132.81,97.4,60.7,vista,1.0,178.4,0,1
2494,P355,Hogar,Cocina,96.35,51.6,86.7,click,0.0,65.0,0,2
2335,P077,Moda,Calzado,45.89,93.9,81.6,favorito,0.0,28.5,0,3
2558,P060,Moda,Urbana,301.83,89.4,58.4,click,0.0,24.4,0,2
2902,P157,Hogar,Decoración,94.01,78.4,49.8,click,0.0,115.7,0,2
1266,P155,Bienestar,Salud,185.64,47.1,68.5,favorito,2.0,242.8,0,3
2973,P284,Tecnología,Smartphone,82.93,63.6,70.9,vista,0.0,65.0,0,1
2854,P200,Tecnología,Wearables,60.89,33.6,29.2,compra,0.0,324.5,1,5
1772,P319,Tecnología,Accesorios,70.71,77.0,60.8,click,0.0,45.5,0,2
1662,P245,Moda,Accesorios,131.02,23.5,62.6,vista,0.0,220.2,0,1
1488,P413,Hogar,Cocina,52.09,85.8,89.4,vista,0.0,130.4,0,1
2714,P338,Tecnología,Wearables,133.11,81.3,53.1,click,0.0,26.5,0,2
2489,P148,Hogar,Decoración,73.82,71.4,83.6,vista,0.0,218.1,0,1
2439,P092,Bienestar,Cuidado,8.98,78.6,58.8,compra,0.0,11.3,1,5
1948,P241,Hogar,Iluminación,137.96,62.5,82.3,click,0.0,274.7,0,2
1940,P495,Moda,Accesorios,17.41,93.1,55.1,compra,1.0,115.6,1,5
2392,P025,Hogar,Cocina,45.88,93.0,87.7,vista,0.0,276.6,0,1
1714,P189,Moda,Calzado,44.14,94.9,58.1,vista,3.0,47.4,0,1
1052,P351,Moda,Casual,39.73,53.2,66.0,vista,0.0,125.1,0,1
1736,P266,Bienestar,Relajación,225.94,43.7,62.8,vista,0.0,24.4,0,1
1883,P186,Hogar,Iluminación,77.48,62.1,67.3,click,0.0,104.0,0,2
1410,P191,Hogar,Organización,31.54,38.1,83.2,click,5.0,302.3,0,2
1539,P156,Moda,Urbana,135.72,24.1,60.1,vista,5.0,16.5,0,1
1871,P485,Tecnología,Wearables,47.21,47.8,72.7,vista,0.0,40.2,0,1
2468,P446,Deporte,Fitness,268.88,57.2,75.7,vista,0.0,41.3,0,1
1870,P175,Hogar,Organización,59.37,71.6,72.5,vista,0.0,65.0,0,1
1375,P365,Tecnología,Audio,68.9,23.0,61.8,vista,3.0,60.8,0,1
1555,P435,Hogar,Cocina,40.67,84.2,88.7,vista,0.0,9.4,0,1
2696,P498,Moda,Urbana,114.89,85.3,47.0,click,0.0,37.4,0,2
2267,P272,Moda,Urbana,24.43,69.2,39.1,favorito,0.0,53.7,0,3
1757,P318,Hogar,Organización,41.42,96.4,45.1,vista,0.0,14.5,0,1
1079,P415,Moda,Calzado,173.24,97.4,68.4,click,0.0,131.7,0,2
1294,P493,Tecnología,Wearables,178.77,37.0,50.2,vista,0.0,35.8,0,1
1685,P015,Hogar,Organización,231.64,47.2,98.0,vista,0.0,84.1,0,1
2618,P053,Moda,Casual,62.26,56.5,100.0,click,2.0,139.3,0,2
2350,P353,Bienestar,Salud,113.84,21.2,68.9,vista,0.0,62.0,0,1
2832,P330,Deporte,Fitness,144.25,33.8,59.4,vista,4.0,54.3,0,1
2128,P203,Bienestar,Relajación,155.83,39.2,72.1,click,0.0,42.5,0,2
1445,P037,Deporte,Fitness,72.3,23.3,69.7,vista,0.0,44.7,0,1
2940,P431,Moda,Casual,99.44,79.6,62.5,vista,1.0,56.7,0,1
2995,P337,Tecnología,Smartphone,14.94,20.9,90.4,vista,0.0,70.5,0,1
1476,P065,Moda,Urbana,93.07,97.6,66.3,click,3.0,53.0,0,2
1357,P407,Hogar,Organización,111.75,69.4,64.2,vista,0.0,18.1,0,1
2594,P349,Hogar,Cocina,83.84,39.7,89.2,vista,2.0,307.4,0,1
1942,P447,Tecnología,Audio,34.37,68.7,80.8,vista,0.0,34.4,0,1
1687,P468,Bienestar,Cuidado,131.38,75.0,50.6,vista,3.0,54.3,0,1
2389,P122,Hogar,Cocina,90.26,91.5,84.3,vista,0.0,31.3,0,1
1779,P451,Deporte,Yoga,35.68,43.6,84.5,compra,0.0,252.4,1,5
2260,P443,Tecnología,Wearables,110.71,96.5,71.3,click,2.0,156.0,0,2
2357,P166,Tecnología,Smartphone,171.81,41.7,53.9,click,0.0,142.1,0,2
1134,P413,Hogar,Cocina,52.09,85.8,89.4,click,0.0,38.1,0,2
1353,P053,Moda,Casual,62.26,56.5,100.0,favorito,3.0,176.7,0,3
1476,P091,Bienestar,Personal,295.36,69.8,97.4,vista,3.0,183.7,0,1
1495,P426,Bienestar,Relajación,107.46,65.0,80.1,vista,0.0,15.0,0,1
1233,P273,Tecnología,Audio,13.71,62.4,67.3,vista,2.0,72.2,0,1
2387,P111,Deporte,Yoga,45.75,93.6,100.0,click,4.0,38.1,0,2
2391,P126,Tecnología,Audio,163.22,72.9,66.6,click,0.0,6.0,0,2
2007,P297,Hogar,Decoración,76.0,62.3,94.7,carrito,0.0,17.8,0,4
1529,P246,Moda,Accesorios,35.24,51.5,52.4,vista,0.0,48.1,0,1
2262,P143,Bienestar,Personal,48.37,61.0,81.6,vista,0.0,129.8,0,1
2671,P221,Bienestar,Relajación,46.16,55.5,67.6,vista,0.0,131.7,0,1
